True
Epoch: [31][0/625]	Time 3.606 (3.606)	Data 3.504 (3.504)	Loss 0.0034 (0.0034)	
Epoch: [31][25/625]	Time 3.585 (3.599)	Data 3.483 (3.497)	Loss 0.0028 (0.0027)	
Epoch: [31][50/625]	Time 3.618 (3.596)	Data 3.516 (3.494)	Loss 0.0029 (0.0027)	
Epoch: [31][75/625]	Time 3.623 (3.592)	Data 3.522 (3.490)	Loss 0.0024 (0.0027)	
Epoch: [31][100/625]	Time 3.599 (3.593)	Data 3.488 (3.491)	Loss 0.0024 (0.0027)	
Epoch: [31][125/625]	Time 3.620 (3.593)	Data 3.517 (3.491)	Loss 0.0025 (0.0027)	
Epoch: [31][150/625]	Time 3.622 (3.593)	Data 3.521 (3.491)	Loss 0.0025 (0.0027)	
Epoch: [31][175/625]	Time 3.574 (3.592)	Data 3.473 (3.490)	Loss 0.0028 (0.0027)	
Epoch: [31][200/625]	Time 3.626 (3.593)	Data 3.525 (3.491)	Loss 0.0021 (0.0027)	
Epoch: [31][225/625]	Time 3.569 (3.594)	Data 3.468 (3.491)	Loss 0.0022 (0.0027)	
Epoch: [31][250/625]	Time 3.596 (3.595)	Data 3.494 (3.492)	Loss 0.0026 (0.0027)	
Epoch: [31][275/625]	Time 3.627 (3.597)	Data 3.524 (3.495)	Loss 0.0030 (0.0027)	
Epoch: [31][300/625]	Time 3.588 (3.603)	Data 3.486 (3.501)	Loss 0.0029 (0.0027)	
Epoch: [31][325/625]	Time 3.614 (3.606)	Data 3.512 (3.503)	Loss 0.0026 (0.0027)	
Epoch: [31][350/625]	Time 3.628 (3.607)	Data 3.526 (3.505)	Loss 0.0031 (0.0027)	
Epoch: [31][375/625]	Time 3.619 (3.608)	Data 3.517 (3.505)	Loss 0.0025 (0.0027)	
Epoch: [31][400/625]	Time 3.599 (3.609)	Data 3.498 (3.507)	Loss 0.0019 (0.0027)	
Epoch: [31][425/625]	Time 3.629 (3.611)	Data 3.526 (3.508)	Loss 0.0024 (0.0027)	
Epoch: [31][450/625]	Time 3.653 (3.613)	Data 3.542 (3.510)	Loss 0.0024 (0.0027)	
Epoch: [31][475/625]	Time 3.595 (3.614)	Data 3.492 (3.511)	Loss 0.0030 (0.0027)	
Epoch: [31][500/625]	Time 3.653 (3.615)	Data 3.550 (3.512)	Loss 0.0022 (0.0027)	
Epoch: [31][525/625]	Time 3.649 (3.615)	Data 3.546 (3.513)	Loss 0.0030 (0.0027)	
Epoch: [31][550/625]	Time 3.622 (3.616)	Data 3.520 (3.513)	Loss 0.0021 (0.0027)	
Epoch: [31][575/625]	Time 3.588 (3.617)	Data 3.485 (3.514)	Loss 0.0027 (0.0027)	
Epoch: [31][600/625]	Time 3.635 (3.618)	Data 3.532 (3.515)	Loss 0.0024 (0.0027)	
