True
Epoch: [29][0/625]	Time 3.575 (3.575)	Data 3.473 (3.473)	Loss 0.0023 (0.0023)	
Epoch: [29][25/625]	Time 3.589 (3.580)	Data 3.488 (3.477)	Loss 0.0035 (0.0027)	
Epoch: [29][50/625]	Time 3.630 (3.591)	Data 3.527 (3.489)	Loss 0.0028 (0.0027)	
Epoch: [29][75/625]	Time 3.596 (3.599)	Data 3.495 (3.496)	Loss 0.0031 (0.0027)	
Epoch: [29][100/625]	Time 3.621 (3.599)	Data 3.517 (3.497)	Loss 0.0027 (0.0027)	
Epoch: [29][125/625]	Time 3.570 (3.598)	Data 3.468 (3.496)	Loss 0.0022 (0.0027)	
Epoch: [29][150/625]	Time 3.557 (3.597)	Data 3.454 (3.494)	Loss 0.0021 (0.0027)	
Epoch: [29][175/625]	Time 3.588 (3.597)	Data 3.485 (3.494)	Loss 0.0031 (0.0027)	
Epoch: [29][200/625]	Time 3.615 (3.598)	Data 3.513 (3.495)	Loss 0.0031 (0.0028)	
Epoch: [29][225/625]	Time 3.613 (3.598)	Data 3.503 (3.495)	Loss 0.0027 (0.0028)	
Epoch: [29][250/625]	Time 3.586 (3.598)	Data 3.484 (3.495)	Loss 0.0027 (0.0028)	
Epoch: [29][275/625]	Time 3.623 (3.599)	Data 3.521 (3.496)	Loss 0.0027 (0.0028)	
Epoch: [29][300/625]	Time 3.632 (3.600)	Data 3.527 (3.497)	Loss 0.0025 (0.0027)	
Epoch: [29][325/625]	Time 3.579 (3.600)	Data 3.478 (3.497)	Loss 0.0030 (0.0027)	
Epoch: [29][350/625]	Time 3.664 (3.601)	Data 3.562 (3.498)	Loss 0.0028 (0.0027)	
Epoch: [29][375/625]	Time 3.604 (3.601)	Data 3.502 (3.498)	Loss 0.0023 (0.0028)	
Epoch: [29][400/625]	Time 3.575 (3.601)	Data 3.474 (3.498)	Loss 0.0020 (0.0027)	
Epoch: [29][425/625]	Time 3.551 (3.601)	Data 3.450 (3.498)	Loss 0.0017 (0.0027)	
Epoch: [29][450/625]	Time 3.582 (3.602)	Data 3.480 (3.499)	Loss 0.0024 (0.0027)	
Epoch: [29][475/625]	Time 3.590 (3.601)	Data 3.488 (3.499)	Loss 0.0022 (0.0027)	
Epoch: [29][500/625]	Time 3.623 (3.601)	Data 3.521 (3.499)	Loss 0.0024 (0.0027)	
Epoch: [29][525/625]	Time 3.597 (3.601)	Data 3.495 (3.498)	Loss 0.0024 (0.0027)	
Epoch: [29][550/625]	Time 3.618 (3.601)	Data 3.507 (3.499)	Loss 0.0034 (0.0027)	
Epoch: [29][575/625]	Time 3.617 (3.602)	Data 3.515 (3.499)	Loss 0.0031 (0.0027)	
Epoch: [29][600/625]	Time 3.633 (3.601)	Data 3.531 (3.499)	Loss 0.0026 (0.0027)	
