True
Epoch: [86][0/625]	Time 3.737 (3.737)	Data 3.633 (3.633)	Loss 0.0024 (0.0024)	
Epoch: [86][25/625]	Time 3.668 (3.717)	Data 3.565 (3.614)	Loss 0.0030 (0.0028)	
Epoch: [86][50/625]	Time 3.722 (3.719)	Data 3.620 (3.616)	Loss 0.0031 (0.0027)	
Epoch: [86][75/625]	Time 3.680 (3.835)	Data 3.579 (3.732)	Loss 0.0028 (0.0027)	
Epoch: [86][100/625]	Time 3.707 (3.805)	Data 3.605 (3.701)	Loss 0.0030 (0.0027)	
Epoch: [86][125/625]	Time 3.729 (3.787)	Data 3.627 (3.684)	Loss 0.0028 (0.0027)	
Epoch: [86][150/625]	Time 3.749 (3.776)	Data 3.646 (3.673)	Loss 0.0024 (0.0027)	
Epoch: [86][175/625]	Time 4.214 (3.792)	Data 4.111 (3.689)	Loss 0.0026 (0.0027)	
Epoch: [86][200/625]	Time 3.690 (3.794)	Data 3.589 (3.690)	Loss 0.0026 (0.0027)	
Epoch: [86][225/625]	Time 3.605 (3.785)	Data 3.503 (3.681)	Loss 0.0027 (0.0027)	
Epoch: [86][250/625]	Time 3.697 (3.777)	Data 3.594 (3.674)	Loss 0.0027 (0.0027)	
Epoch: [86][275/625]	Time 3.706 (3.769)	Data 3.603 (3.666)	Loss 0.0033 (0.0027)	
Epoch: [86][300/625]	Time 3.691 (3.764)	Data 3.589 (3.661)	Loss 0.0023 (0.0027)	
Epoch: [86][325/625]	Time 3.639 (3.758)	Data 3.537 (3.655)	Loss 0.0024 (0.0027)	
Epoch: [86][350/625]	Time 3.739 (3.755)	Data 3.638 (3.652)	Loss 0.0027 (0.0027)	
Epoch: [86][375/625]	Time 3.722 (3.753)	Data 3.619 (3.650)	Loss 0.0030 (0.0027)	
Epoch: [86][400/625]	Time 3.709 (3.751)	Data 3.607 (3.648)	Loss 0.0027 (0.0027)	
Epoch: [86][425/625]	Time 3.755 (3.749)	Data 3.652 (3.646)	Loss 0.0024 (0.0027)	
Epoch: [86][450/625]	Time 3.691 (3.747)	Data 3.589 (3.644)	Loss 0.0028 (0.0027)	
Epoch: [86][475/625]	Time 3.710 (3.765)	Data 3.607 (3.661)	Loss 0.0021 (0.0027)	
Epoch: [86][500/625]	Time 3.646 (3.762)	Data 3.543 (3.659)	Loss 0.0029 (0.0027)	
Epoch: [86][525/625]	Time 3.763 (3.761)	Data 3.660 (3.657)	Loss 0.0024 (0.0027)	
Epoch: [86][550/625]	Time 3.673 (3.759)	Data 3.570 (3.656)	Loss 0.0027 (0.0027)	
Epoch: [86][575/625]	Time 3.658 (3.757)	Data 3.556 (3.654)	Loss 0.0024 (0.0027)	
Epoch: [86][600/625]	Time 3.833 (3.756)	Data 3.730 (3.653)	Loss 0.0018 (0.0027)	
