True
Epoch: [84][0/625]	Time 3.742 (3.742)	Data 3.639 (3.639)	Loss 0.0032 (0.0032)	
Epoch: [84][25/625]	Time 3.644 (3.693)	Data 3.540 (3.590)	Loss 0.0028 (0.0027)	
Epoch: [84][50/625]	Time 3.703 (3.696)	Data 3.601 (3.592)	Loss 0.0028 (0.0027)	
Epoch: [84][75/625]	Time 3.680 (3.699)	Data 3.575 (3.596)	Loss 0.0022 (0.0027)	
Epoch: [84][100/625]	Time 3.693 (3.692)	Data 3.590 (3.589)	Loss 0.0025 (0.0027)	
Epoch: [84][125/625]	Time 3.690 (3.690)	Data 3.588 (3.587)	Loss 0.0028 (0.0027)	
Epoch: [84][150/625]	Time 3.685 (3.737)	Data 3.583 (3.633)	Loss 0.0028 (0.0027)	
Epoch: [84][175/625]	Time 3.655 (3.730)	Data 3.554 (3.626)	Loss 0.0021 (0.0027)	
Epoch: [84][200/625]	Time 3.681 (3.725)	Data 3.577 (3.621)	Loss 0.0039 (0.0027)	
Epoch: [84][225/625]	Time 3.686 (3.720)	Data 3.585 (3.617)	Loss 0.0027 (0.0027)	
Epoch: [84][250/625]	Time 3.699 (3.717)	Data 3.597 (3.614)	Loss 0.0026 (0.0027)	
Epoch: [84][275/625]	Time 3.687 (3.736)	Data 3.584 (3.632)	Loss 0.0019 (0.0027)	
Epoch: [84][300/625]	Time 3.748 (3.733)	Data 3.646 (3.630)	Loss 0.0020 (0.0027)	
Epoch: [84][325/625]	Time 3.719 (3.732)	Data 3.617 (3.629)	Loss 0.0028 (0.0027)	
Epoch: [84][350/625]	Time 3.712 (3.732)	Data 3.610 (3.629)	Loss 0.0025 (0.0027)	
Epoch: [84][375/625]	Time 3.736 (3.731)	Data 3.635 (3.628)	Loss 0.0023 (0.0027)	
Epoch: [84][400/625]	Time 3.698 (3.731)	Data 3.597 (3.627)	Loss 0.0028 (0.0027)	
Epoch: [84][425/625]	Time 3.687 (3.730)	Data 3.585 (3.626)	Loss 0.0023 (0.0027)	
Epoch: [84][450/625]	Time 3.752 (3.730)	Data 3.651 (3.626)	Loss 0.0023 (0.0027)	
Epoch: [84][475/625]	Time 3.686 (3.729)	Data 3.584 (3.625)	Loss 0.0026 (0.0027)	
Epoch: [84][500/625]	Time 3.743 (3.728)	Data 3.639 (3.625)	Loss 0.0028 (0.0027)	
Epoch: [84][525/625]	Time 3.705 (3.728)	Data 3.603 (3.624)	Loss 0.0030 (0.0027)	
Epoch: [84][550/625]	Time 3.733 (3.738)	Data 3.631 (3.634)	Loss 0.0030 (0.0027)	
Epoch: [84][575/625]	Time 3.750 (3.737)	Data 3.647 (3.634)	Loss 0.0023 (0.0027)	
Epoch: [84][600/625]	Time 3.706 (3.736)	Data 3.604 (3.633)	Loss 0.0023 (0.0027)	
