True
Epoch: [85][0/625]	Time 3.688 (3.688)	Data 3.586 (3.586)	Loss 0.0034 (0.0034)	
Epoch: [85][25/625]	Time 3.663 (3.701)	Data 3.562 (3.598)	Loss 0.0023 (0.0027)	
Epoch: [85][50/625]	Time 3.709 (3.711)	Data 3.605 (3.608)	Loss 0.0021 (0.0027)	
Epoch: [85][75/625]	Time 3.694 (3.713)	Data 3.592 (3.610)	Loss 0.0031 (0.0026)	
Epoch: [85][100/625]	Time 3.711 (3.711)	Data 3.608 (3.607)	Loss 0.0020 (0.0027)	
Epoch: [85][125/625]	Time 3.706 (3.706)	Data 3.603 (3.603)	Loss 0.0027 (0.0027)	
Epoch: [85][150/625]	Time 3.743 (3.706)	Data 3.641 (3.602)	Loss 0.0028 (0.0027)	
Epoch: [85][175/625]	Time 3.701 (3.705)	Data 3.599 (3.602)	Loss 0.0025 (0.0027)	
Epoch: [85][200/625]	Time 3.713 (3.706)	Data 3.610 (3.603)	Loss 0.0023 (0.0027)	
Epoch: [85][225/625]	Time 3.855 (3.730)	Data 3.752 (3.627)	Loss 0.0031 (0.0027)	
Epoch: [85][250/625]	Time 3.752 (3.727)	Data 3.650 (3.624)	Loss 0.0024 (0.0027)	
Epoch: [85][275/625]	Time 3.658 (3.727)	Data 3.554 (3.623)	Loss 0.0027 (0.0027)	
Epoch: [85][300/625]	Time 3.640 (3.744)	Data 3.538 (3.641)	Loss 0.0033 (0.0027)	
Epoch: [85][325/625]	Time 3.820 (3.742)	Data 3.718 (3.638)	Loss 0.0024 (0.0027)	
Epoch: [85][350/625]	Time 3.698 (3.739)	Data 3.595 (3.635)	Loss 0.0030 (0.0027)	
Epoch: [85][375/625]	Time 3.687 (3.736)	Data 3.585 (3.633)	Loss 0.0029 (0.0027)	
Epoch: [85][400/625]	Time 3.741 (3.733)	Data 3.636 (3.630)	Loss 0.0038 (0.0027)	
Epoch: [85][425/625]	Time 3.729 (3.731)	Data 3.627 (3.628)	Loss 0.0024 (0.0027)	
Epoch: [85][450/625]	Time 3.751 (3.731)	Data 3.649 (3.628)	Loss 0.0028 (0.0027)	
Epoch: [85][475/625]	Time 3.671 (3.730)	Data 3.569 (3.627)	Loss 0.0028 (0.0027)	
Epoch: [85][500/625]	Time 3.709 (3.730)	Data 3.607 (3.626)	Loss 0.0026 (0.0027)	
Epoch: [85][525/625]	Time 3.704 (3.730)	Data 3.601 (3.626)	Loss 0.0019 (0.0027)	
Epoch: [85][550/625]	Time 3.764 (3.728)	Data 3.662 (3.625)	Loss 0.0028 (0.0027)	
Epoch: [85][575/625]	Time 3.732 (3.728)	Data 3.630 (3.625)	Loss 0.0026 (0.0027)	
Epoch: [85][600/625]	Time 3.687 (3.728)	Data 3.585 (3.625)	Loss 0.0031 (0.0027)	
