True
Epoch: [59][0/625]	Time 3.712 (3.712)	Data 3.609 (3.609)	Loss 0.0030 (0.0030)	
Epoch: [59][25/625]	Time 3.738 (3.808)	Data 3.636 (3.704)	Loss 0.0026 (0.0027)	
Epoch: [59][50/625]	Time 3.764 (3.784)	Data 3.661 (3.681)	Loss 0.0040 (0.0027)	
Epoch: [59][75/625]	Time 3.697 (3.769)	Data 3.595 (3.666)	Loss 0.0025 (0.0027)	
Epoch: [59][100/625]	Time 3.812 (3.762)	Data 3.700 (3.659)	Loss 0.0030 (0.0028)	
Epoch: [59][125/625]	Time 3.722 (3.758)	Data 3.620 (3.655)	Loss 0.0031 (0.0028)	
Epoch: [59][150/625]	Time 3.710 (3.768)	Data 3.607 (3.664)	Loss 0.0026 (0.0028)	
Epoch: [59][175/625]	Time 3.785 (3.765)	Data 3.682 (3.662)	Loss 0.0026 (0.0027)	
Epoch: [59][200/625]	Time 3.787 (3.780)	Data 3.685 (3.677)	Loss 0.0022 (0.0027)	
Epoch: [59][225/625]	Time 3.721 (3.777)	Data 3.619 (3.674)	Loss 0.0036 (0.0027)	
Epoch: [59][250/625]	Time 3.727 (3.773)	Data 3.625 (3.669)	Loss 0.0031 (0.0027)	
Epoch: [59][275/625]	Time 3.699 (3.773)	Data 3.597 (3.670)	Loss 0.0029 (0.0027)	
Epoch: [59][300/625]	Time 3.932 (3.776)	Data 3.828 (3.673)	Loss 0.0030 (0.0027)	
Epoch: [59][325/625]	Time 3.730 (3.788)	Data 3.628 (3.684)	Loss 0.0030 (0.0027)	
Epoch: [59][350/625]	Time 4.669 (3.806)	Data 4.566 (3.703)	Loss 0.0033 (0.0028)	
Epoch: [59][375/625]	Time 3.837 (3.823)	Data 3.727 (3.720)	Loss 0.0028 (0.0027)	
Epoch: [59][400/625]	Time 3.954 (3.842)	Data 3.850 (3.739)	Loss 0.0027 (0.0028)	
Epoch: [59][425/625]	Time 4.002 (3.851)	Data 3.900 (3.748)	Loss 0.0041 (0.0028)	
Epoch: [59][450/625]	Time 4.044 (3.870)	Data 3.943 (3.767)	Loss 0.0022 (0.0027)	
Epoch: [59][475/625]	Time 3.795 (3.887)	Data 3.694 (3.784)	Loss 0.0025 (0.0027)	
Epoch: [59][500/625]	Time 3.996 (3.900)	Data 3.892 (3.797)	Loss 0.0027 (0.0027)	
Epoch: [59][525/625]	Time 3.967 (3.908)	Data 3.864 (3.804)	Loss 0.0036 (0.0027)	
Epoch: [59][550/625]	Time 4.067 (3.921)	Data 3.965 (3.818)	Loss 0.0032 (0.0027)	
Epoch: [59][575/625]	Time 3.868 (3.935)	Data 3.766 (3.831)	Loss 0.0025 (0.0027)	
Epoch: [59][600/625]	Time 5.369 (3.946)	Data 5.267 (3.843)	Loss 0.0025 (0.0027)	
