True
Epoch: [60][0/625]	Time 3.721 (3.721)	Data 3.617 (3.617)	Loss 0.0040 (0.0040)	
Epoch: [60][25/625]	Time 3.778 (3.777)	Data 3.676 (3.674)	Loss 0.0030 (0.0029)	
Epoch: [60][50/625]	Time 3.729 (3.811)	Data 3.626 (3.708)	Loss 0.0030 (0.0028)	
Epoch: [60][75/625]	Time 3.750 (3.810)	Data 3.647 (3.707)	Loss 0.0031 (0.0028)	
Epoch: [60][100/625]	Time 3.761 (3.802)	Data 3.650 (3.699)	Loss 0.0025 (0.0028)	
Epoch: [60][125/625]	Time 3.748 (3.816)	Data 3.645 (3.713)	Loss 0.0034 (0.0028)	
Epoch: [60][150/625]	Time 3.670 (3.810)	Data 3.568 (3.707)	Loss 0.0030 (0.0028)	
Epoch: [60][175/625]	Time 3.759 (3.817)	Data 3.657 (3.714)	Loss 0.0034 (0.0028)	
Epoch: [60][200/625]	Time 3.865 (3.813)	Data 3.763 (3.710)	Loss 0.0024 (0.0028)	
Epoch: [60][225/625]	Time 3.832 (3.816)	Data 3.729 (3.712)	Loss 0.0026 (0.0028)	
Epoch: [60][250/625]	Time 3.767 (3.819)	Data 3.664 (3.716)	Loss 0.0033 (0.0028)	
Epoch: [60][275/625]	Time 3.838 (3.822)	Data 3.734 (3.719)	Loss 0.0027 (0.0028)	
Epoch: [60][300/625]	Time 4.025 (3.841)	Data 3.922 (3.738)	Loss 0.0035 (0.0028)	
Epoch: [60][325/625]	Time 3.910 (3.847)	Data 3.807 (3.743)	Loss 0.0026 (0.0028)	
Epoch: [60][350/625]	Time 3.835 (3.848)	Data 3.734 (3.745)	Loss 0.0024 (0.0028)	
Epoch: [60][375/625]	Time 4.016 (3.866)	Data 3.912 (3.763)	Loss 0.0026 (0.0028)	
Epoch: [60][400/625]	Time 3.990 (3.874)	Data 3.889 (3.771)	Loss 0.0029 (0.0028)	
Epoch: [60][425/625]	Time 3.835 (3.891)	Data 3.733 (3.788)	Loss 0.0029 (0.0028)	
Epoch: [60][450/625]	Time 3.962 (3.897)	Data 3.860 (3.794)	Loss 0.0023 (0.0028)	
Epoch: [60][475/625]	Time 4.051 (3.907)	Data 3.948 (3.804)	Loss 0.0024 (0.0027)	
Epoch: [60][500/625]	Time 4.014 (3.912)	Data 3.910 (3.809)	Loss 0.0026 (0.0027)	
Epoch: [60][525/625]	Time 4.086 (3.918)	Data 3.984 (3.814)	Loss 0.0025 (0.0027)	
Epoch: [60][550/625]	Time 4.130 (3.926)	Data 4.028 (3.823)	Loss 0.0030 (0.0027)	
Epoch: [60][575/625]	Time 3.904 (3.941)	Data 3.802 (3.838)	Loss 0.0027 (0.0027)	
Epoch: [60][600/625]	Time 4.194 (3.952)	Data 4.092 (3.849)	Loss 0.0019 (0.0027)	
