True
Epoch: [17][0/625]	Time 3.811 (3.811)	Data 3.708 (3.708)	Loss 0.0028 (0.0028)	
Epoch: [17][25/625]	Time 3.869 (3.819)	Data 3.766 (3.716)	Loss 0.0031 (0.0027)	
Epoch: [17][50/625]	Time 3.814 (3.829)	Data 3.711 (3.725)	Loss 0.0023 (0.0027)	
Epoch: [17][75/625]	Time 3.908 (3.837)	Data 3.806 (3.733)	Loss 0.0026 (0.0027)	
Epoch: [17][100/625]	Time 3.890 (3.853)	Data 3.788 (3.749)	Loss 0.0027 (0.0027)	
Epoch: [17][125/625]	Time 3.886 (3.859)	Data 3.780 (3.756)	Loss 0.0026 (0.0027)	
Epoch: [17][150/625]	Time 3.794 (3.873)	Data 3.692 (3.769)	Loss 0.0037 (0.0027)	
Epoch: [17][175/625]	Time 4.098 (3.878)	Data 3.987 (3.774)	Loss 0.0025 (0.0027)	
Epoch: [17][200/625]	Time 3.869 (3.881)	Data 3.765 (3.777)	Loss 0.0030 (0.0027)	
Epoch: [17][225/625]	Time 3.837 (3.887)	Data 3.734 (3.784)	Loss 0.0032 (0.0027)	
Epoch: [17][250/625]	Time 3.853 (3.896)	Data 3.750 (3.792)	Loss 0.0021 (0.0027)	
Epoch: [17][275/625]	Time 4.079 (3.901)	Data 3.977 (3.797)	Loss 0.0025 (0.0027)	
Epoch: [17][300/625]	Time 4.240 (3.916)	Data 4.138 (3.813)	Loss 0.0029 (0.0027)	
Epoch: [17][325/625]	Time 4.148 (3.936)	Data 4.044 (3.833)	Loss 0.0029 (0.0027)	
Epoch: [17][350/625]	Time 4.376 (3.953)	Data 4.273 (3.849)	Loss 0.0026 (0.0027)	
Epoch: [17][375/625]	Time 4.140 (3.971)	Data 4.037 (3.867)	Loss 0.0028 (0.0027)	
Epoch: [17][400/625]	Time 4.278 (3.987)	Data 4.176 (3.883)	Loss 0.0026 (0.0027)	
Epoch: [17][425/625]	Time 4.349 (4.005)	Data 4.247 (3.901)	Loss 0.0026 (0.0027)	
Epoch: [17][450/625]	Time 4.187 (4.019)	Data 4.085 (3.915)	Loss 0.0027 (0.0027)	
Epoch: [17][475/625]	Time 4.360 (4.032)	Data 4.257 (3.929)	Loss 0.0030 (0.0027)	
Epoch: [17][500/625]	Time 4.239 (4.044)	Data 4.137 (3.940)	Loss 0.0026 (0.0027)	
Epoch: [17][525/625]	Time 4.378 (4.059)	Data 4.276 (3.956)	Loss 0.0023 (0.0027)	
Epoch: [17][550/625]	Time 4.136 (4.069)	Data 4.034 (3.966)	Loss 0.0030 (0.0027)	
Epoch: [17][575/625]	Time 4.336 (4.080)	Data 4.235 (3.976)	Loss 0.0032 (0.0027)	
Epoch: [17][600/625]	Time 4.236 (4.089)	Data 4.134 (3.986)	Loss 0.0029 (0.0027)	
