True
Epoch: [87][0/625]	Time 3.771 (3.771)	Data 3.659 (3.659)	Loss 0.0023 (0.0023)	
Epoch: [87][25/625]	Time 3.741 (3.725)	Data 3.640 (3.622)	Loss 0.0026 (0.0026)	
Epoch: [87][50/625]	Time 3.694 (3.718)	Data 3.593 (3.615)	Loss 0.0030 (0.0026)	
Epoch: [87][75/625]	Time 3.725 (3.717)	Data 3.623 (3.614)	Loss 0.0030 (0.0027)	
Epoch: [87][100/625]	Time 3.652 (3.717)	Data 3.551 (3.614)	Loss 0.0034 (0.0027)	
Epoch: [87][125/625]	Time 3.710 (3.713)	Data 3.608 (3.610)	Loss 0.0026 (0.0026)	
Epoch: [87][150/625]	Time 3.762 (3.752)	Data 3.651 (3.649)	Loss 0.0031 (0.0027)	
Epoch: [87][175/625]	Time 3.642 (3.744)	Data 3.538 (3.641)	Loss 0.0023 (0.0027)	
Epoch: [87][200/625]	Time 3.721 (3.737)	Data 3.619 (3.634)	Loss 0.0029 (0.0027)	
Epoch: [87][225/625]	Time 3.642 (3.743)	Data 3.540 (3.639)	Loss 0.0023 (0.0027)	
Epoch: [87][250/625]	Time 3.719 (3.761)	Data 3.617 (3.658)	Loss 0.0027 (0.0026)	
Epoch: [87][275/625]	Time 3.827 (3.759)	Data 3.717 (3.656)	Loss 0.0026 (0.0026)	
Epoch: [87][300/625]	Time 3.730 (3.758)	Data 3.626 (3.655)	Loss 0.0034 (0.0027)	
Epoch: [87][325/625]	Time 3.718 (3.758)	Data 3.615 (3.655)	Loss 0.0023 (0.0026)	
Epoch: [87][350/625]	Time 3.874 (3.767)	Data 3.771 (3.664)	Loss 0.0030 (0.0026)	
Epoch: [87][375/625]	Time 3.842 (3.777)	Data 3.740 (3.674)	Loss 0.0029 (0.0027)	
Epoch: [87][400/625]	Time 3.782 (3.785)	Data 3.680 (3.682)	Loss 0.0024 (0.0027)	
Epoch: [87][425/625]	Time 4.618 (3.793)	Data 4.517 (3.690)	Loss 0.0028 (0.0027)	
Epoch: [87][450/625]	Time 3.899 (3.797)	Data 3.797 (3.694)	Loss 0.0026 (0.0027)	
Epoch: [87][475/625]	Time 3.937 (3.806)	Data 3.835 (3.702)	Loss 0.0026 (0.0027)	
Epoch: [87][500/625]	Time 3.980 (3.814)	Data 3.878 (3.711)	Loss 0.0022 (0.0027)	
Epoch: [87][525/625]	Time 4.198 (3.821)	Data 4.096 (3.718)	Loss 0.0030 (0.0027)	
Epoch: [87][550/625]	Time 3.903 (3.836)	Data 3.791 (3.732)	Loss 0.0023 (0.0027)	
Epoch: [87][575/625]	Time 4.171 (3.847)	Data 4.068 (3.744)	Loss 0.0025 (0.0027)	
Epoch: [87][600/625]	Time 4.239 (3.857)	Data 4.137 (3.754)	Loss 0.0027 (0.0027)	
