True
Epoch: [15][0/625]	Time 3.728 (3.728)	Data 3.625 (3.625)	Loss 0.0038 (0.0038)	
Epoch: [15][25/625]	Time 3.796 (3.787)	Data 3.693 (3.683)	Loss 0.0023 (0.0027)	
Epoch: [15][50/625]	Time 3.728 (3.777)	Data 3.626 (3.673)	Loss 0.0028 (0.0027)	
Epoch: [15][75/625]	Time 3.759 (3.774)	Data 3.648 (3.671)	Loss 0.0024 (0.0028)	
Epoch: [15][100/625]	Time 3.766 (3.771)	Data 3.662 (3.667)	Loss 0.0036 (0.0027)	
Epoch: [15][125/625]	Time 3.739 (3.771)	Data 3.636 (3.667)	Loss 0.0021 (0.0027)	
Epoch: [15][150/625]	Time 3.735 (3.769)	Data 3.633 (3.665)	Loss 0.0025 (0.0027)	
Epoch: [15][175/625]	Time 3.746 (3.768)	Data 3.644 (3.665)	Loss 0.0021 (0.0027)	
Epoch: [15][200/625]	Time 3.785 (3.767)	Data 3.682 (3.664)	Loss 0.0023 (0.0027)	
Epoch: [15][225/625]	Time 3.745 (3.767)	Data 3.643 (3.664)	Loss 0.0025 (0.0027)	
Epoch: [15][250/625]	Time 3.742 (3.767)	Data 3.639 (3.664)	Loss 0.0031 (0.0027)	
Epoch: [15][275/625]	Time 3.822 (3.767)	Data 3.720 (3.664)	Loss 0.0027 (0.0027)	
Epoch: [15][300/625]	Time 3.817 (3.766)	Data 3.714 (3.663)	Loss 0.0026 (0.0027)	
Epoch: [15][325/625]	Time 3.760 (3.766)	Data 3.658 (3.663)	Loss 0.0034 (0.0027)	
Epoch: [15][350/625]	Time 3.751 (3.766)	Data 3.649 (3.663)	Loss 0.0026 (0.0027)	
Epoch: [15][375/625]	Time 3.827 (3.766)	Data 3.715 (3.663)	Loss 0.0027 (0.0027)	
Epoch: [15][400/625]	Time 3.773 (3.766)	Data 3.670 (3.663)	Loss 0.0024 (0.0027)	
Epoch: [15][425/625]	Time 3.759 (3.767)	Data 3.657 (3.664)	Loss 0.0025 (0.0027)	
Epoch: [15][450/625]	Time 3.746 (3.767)	Data 3.642 (3.664)	Loss 0.0034 (0.0027)	
Epoch: [15][475/625]	Time 3.819 (3.768)	Data 3.715 (3.664)	Loss 0.0022 (0.0027)	
Epoch: [15][500/625]	Time 3.758 (3.768)	Data 3.656 (3.665)	Loss 0.0021 (0.0027)	
Epoch: [15][525/625]	Time 3.750 (3.768)	Data 3.647 (3.665)	Loss 0.0026 (0.0027)	
Epoch: [15][550/625]	Time 3.741 (3.768)	Data 3.639 (3.665)	Loss 0.0023 (0.0027)	
Epoch: [15][575/625]	Time 3.782 (3.768)	Data 3.679 (3.665)	Loss 0.0031 (0.0027)	
Epoch: [15][600/625]	Time 3.770 (3.768)	Data 3.666 (3.665)	Loss 0.0034 (0.0027)	
