True
Epoch: [96][0/625]	Time 4.174 (4.174)	Data 4.071 (4.071)	Loss 0.0025 (0.0025)	
Epoch: [96][25/625]	Time 3.756 (4.249)	Data 3.654 (4.146)	Loss 0.0030 (0.0026)	
Epoch: [96][50/625]	Time 4.054 (4.105)	Data 3.951 (4.002)	Loss 0.0026 (0.0026)	
Epoch: [96][75/625]	Time 4.475 (4.035)	Data 4.372 (3.932)	Loss 0.0028 (0.0026)	
Epoch: [96][100/625]	Time 3.813 (4.050)	Data 3.709 (3.946)	Loss 0.0026 (0.0026)	
Epoch: [96][125/625]	Time 7.318 (4.179)	Data 7.207 (4.075)	Loss 0.0025 (0.0026)	
Epoch: [96][150/625]	Time 4.944 (4.223)	Data 4.842 (4.119)	Loss 0.0026 (0.0026)	
Epoch: [96][175/625]	Time 3.769 (4.271)	Data 3.667 (4.168)	Loss 0.0027 (0.0026)	
Epoch: [96][200/625]	Time 5.359 (4.262)	Data 5.257 (4.159)	Loss 0.0024 (0.0026)	
Epoch: [96][225/625]	Time 3.771 (4.333)	Data 3.669 (4.229)	Loss 0.0023 (0.0026)	
Epoch: [96][250/625]	Time 3.940 (4.307)	Data 3.829 (4.204)	Loss 0.0020 (0.0027)	
Epoch: [96][275/625]	Time 3.946 (4.289)	Data 3.844 (4.186)	Loss 0.0028 (0.0026)	
Epoch: [96][300/625]	Time 4.684 (4.340)	Data 4.582 (4.236)	Loss 0.0035 (0.0027)	
Epoch: [96][325/625]	Time 5.015 (4.375)	Data 4.914 (4.271)	Loss 0.0027 (0.0027)	
Epoch: [96][350/625]	Time 3.882 (4.353)	Data 3.779 (4.250)	Loss 0.0032 (0.0027)	
Epoch: [96][375/625]	Time 4.730 (4.360)	Data 4.620 (4.257)	Loss 0.0032 (0.0027)	
Epoch: [96][400/625]	Time 5.041 (4.373)	Data 4.939 (4.270)	Loss 0.0027 (0.0027)	
Epoch: [96][425/625]	Time 3.878 (4.391)	Data 3.775 (4.288)	Loss 0.0021 (0.0027)	
Epoch: [96][450/625]	Time 3.956 (4.404)	Data 3.854 (4.300)	Loss 0.0025 (0.0027)	
Epoch: [96][475/625]	Time 7.093 (4.437)	Data 6.990 (4.333)	Loss 0.0024 (0.0027)	
Epoch: [96][500/625]	Time 4.329 (4.455)	Data 4.226 (4.351)	Loss 0.0025 (0.0027)	
Epoch: [96][525/625]	Time 5.985 (4.498)	Data 5.883 (4.395)	Loss 0.0028 (0.0027)	
Epoch: [96][550/625]	Time 4.190 (4.507)	Data 4.087 (4.404)	Loss 0.0027 (0.0027)	
Epoch: [96][575/625]	Time 4.505 (4.513)	Data 4.402 (4.410)	Loss 0.0028 (0.0027)	
Epoch: [96][600/625]	Time 3.946 (4.510)	Data 3.842 (4.406)	Loss 0.0030 (0.0027)	
