True
Epoch: [92][0/625]	Time 3.739 (3.739)	Data 3.637 (3.637)	Loss 0.0024 (0.0024)	
Epoch: [92][25/625]	Time 3.783 (3.992)	Data 3.681 (3.888)	Loss 0.0018 (0.0025)	
Epoch: [92][50/625]	Time 3.771 (3.887)	Data 3.669 (3.783)	Loss 0.0024 (0.0026)	
Epoch: [92][75/625]	Time 3.756 (3.860)	Data 3.654 (3.757)	Loss 0.0033 (0.0026)	
Epoch: [92][100/625]	Time 3.741 (3.912)	Data 3.640 (3.809)	Loss 0.0023 (0.0026)	
Epoch: [92][125/625]	Time 3.690 (3.907)	Data 3.579 (3.804)	Loss 0.0023 (0.0026)	
Epoch: [92][150/625]	Time 3.744 (3.894)	Data 3.642 (3.791)	Loss 0.0025 (0.0026)	
Epoch: [92][175/625]	Time 4.074 (3.893)	Data 3.972 (3.790)	Loss 0.0032 (0.0026)	
Epoch: [92][200/625]	Time 4.467 (3.903)	Data 4.366 (3.800)	Loss 0.0023 (0.0026)	
Epoch: [92][225/625]	Time 4.774 (3.952)	Data 4.672 (3.849)	Loss 0.0024 (0.0026)	
Epoch: [92][250/625]	Time 3.781 (4.001)	Data 3.679 (3.898)	Loss 0.0028 (0.0027)	
Epoch: [92][275/625]	Time 3.765 (4.047)	Data 3.663 (3.944)	Loss 0.0029 (0.0027)	
Epoch: [92][300/625]	Time 4.606 (4.065)	Data 4.503 (3.962)	Loss 0.0020 (0.0027)	
Epoch: [92][325/625]	Time 5.026 (4.128)	Data 4.924 (4.025)	Loss 0.0026 (0.0027)	
Epoch: [92][350/625]	Time 6.627 (4.180)	Data 6.516 (4.077)	Loss 0.0033 (0.0027)	
Epoch: [92][375/625]	Time 4.313 (4.205)	Data 4.210 (4.102)	Loss 0.0029 (0.0027)	
Epoch: [92][400/625]	Time 5.341 (4.222)	Data 5.236 (4.119)	Loss 0.0024 (0.0027)	
Epoch: [92][425/625]	Time 4.553 (4.234)	Data 4.451 (4.131)	Loss 0.0039 (0.0027)	
Epoch: [92][450/625]	Time 4.738 (4.269)	Data 4.636 (4.166)	Loss 0.0020 (0.0027)	
Epoch: [92][475/625]	Time 5.837 (4.316)	Data 5.735 (4.213)	Loss 0.0039 (0.0027)	
Epoch: [92][500/625]	Time 4.299 (4.309)	Data 4.197 (4.206)	Loss 0.0026 (0.0027)	
Epoch: [92][525/625]	Time 3.831 (4.306)	Data 3.727 (4.203)	Loss 0.0027 (0.0027)	
Epoch: [92][550/625]	Time 3.999 (4.314)	Data 3.897 (4.211)	Loss 0.0034 (0.0027)	
Epoch: [92][575/625]	Time 7.552 (4.353)	Data 7.450 (4.250)	Loss 0.0026 (0.0027)	
Epoch: [92][600/625]	Time 4.769 (4.386)	Data 4.667 (4.282)	Loss 0.0025 (0.0027)	
