True
Epoch: [88][0/625]	Time 3.795 (3.795)	Data 3.684 (3.684)	Loss 0.0032 (0.0032)	
Epoch: [88][25/625]	Time 3.759 (3.755)	Data 3.657 (3.651)	Loss 0.0040 (0.0026)	
Epoch: [88][50/625]	Time 3.784 (3.768)	Data 3.680 (3.664)	Loss 0.0022 (0.0026)	
Epoch: [88][75/625]	Time 3.816 (3.766)	Data 3.714 (3.663)	Loss 0.0022 (0.0026)	
Epoch: [88][100/625]	Time 3.803 (3.829)	Data 3.701 (3.725)	Loss 0.0028 (0.0026)	
Epoch: [88][125/625]	Time 3.759 (3.822)	Data 3.656 (3.719)	Loss 0.0026 (0.0027)	
Epoch: [88][150/625]	Time 3.743 (3.841)	Data 3.638 (3.738)	Loss 0.0021 (0.0027)	
Epoch: [88][175/625]	Time 3.785 (3.842)	Data 3.683 (3.738)	Loss 0.0034 (0.0027)	
Epoch: [88][200/625]	Time 3.799 (3.837)	Data 3.696 (3.733)	Loss 0.0025 (0.0026)	
Epoch: [88][225/625]	Time 3.714 (3.832)	Data 3.612 (3.729)	Loss 0.0025 (0.0027)	
Epoch: [88][250/625]	Time 3.782 (3.826)	Data 3.666 (3.723)	Loss 0.0032 (0.0027)	
Epoch: [88][275/625]	Time 3.758 (3.821)	Data 3.656 (3.718)	Loss 0.0031 (0.0027)	
Epoch: [88][300/625]	Time 3.709 (3.814)	Data 3.607 (3.711)	Loss 0.0026 (0.0027)	
Epoch: [88][325/625]	Time 3.720 (3.808)	Data 3.618 (3.704)	Loss 0.0025 (0.0027)	
Epoch: [88][350/625]	Time 3.710 (3.811)	Data 3.608 (3.707)	Loss 0.0028 (0.0027)	
Epoch: [88][375/625]	Time 5.419 (3.820)	Data 5.311 (3.716)	Loss 0.0023 (0.0027)	
Epoch: [88][400/625]	Time 3.820 (3.834)	Data 3.718 (3.731)	Loss 0.0026 (0.0027)	
Epoch: [88][425/625]	Time 3.794 (3.837)	Data 3.693 (3.734)	Loss 0.0025 (0.0027)	
Epoch: [88][450/625]	Time 3.722 (3.835)	Data 3.620 (3.732)	Loss 0.0027 (0.0027)	
Epoch: [88][475/625]	Time 3.877 (3.834)	Data 3.773 (3.730)	Loss 0.0025 (0.0027)	
Epoch: [88][500/625]	Time 3.782 (3.830)	Data 3.679 (3.726)	Loss 0.0029 (0.0027)	
Epoch: [88][525/625]	Time 3.786 (3.826)	Data 3.675 (3.723)	Loss 0.0027 (0.0027)	
Epoch: [88][550/625]	Time 3.788 (3.824)	Data 3.686 (3.721)	Loss 0.0024 (0.0027)	
Epoch: [88][575/625]	Time 3.900 (3.827)	Data 3.798 (3.724)	Loss 0.0026 (0.0027)	
Epoch: [88][600/625]	Time 3.996 (3.836)	Data 3.893 (3.732)	Loss 0.0029 (0.0027)	
