True
Epoch: [74][0/625]	Time 3.789 (3.789)	Data 3.686 (3.686)	Loss 0.0024 (0.0024)	
Epoch: [74][25/625]	Time 3.731 (3.808)	Data 3.629 (3.704)	Loss 0.0024 (0.0028)	
Epoch: [74][50/625]	Time 4.509 (3.881)	Data 4.407 (3.777)	Loss 0.0025 (0.0028)	
Epoch: [74][75/625]	Time 3.879 (3.834)	Data 3.774 (3.731)	Loss 0.0024 (0.0027)	
Epoch: [74][100/625]	Time 3.731 (3.822)	Data 3.630 (3.718)	Loss 0.0027 (0.0027)	
Epoch: [74][125/625]	Time 3.758 (3.807)	Data 3.656 (3.704)	Loss 0.0024 (0.0027)	
Epoch: [74][150/625]	Time 3.823 (3.844)	Data 3.710 (3.740)	Loss 0.0029 (0.0027)	
Epoch: [74][175/625]	Time 3.802 (3.842)	Data 3.699 (3.738)	Loss 0.0030 (0.0027)	
Epoch: [74][200/625]	Time 3.874 (3.843)	Data 3.772 (3.740)	Loss 0.0020 (0.0027)	
Epoch: [74][225/625]	Time 3.795 (3.837)	Data 3.692 (3.734)	Loss 0.0026 (0.0027)	
Epoch: [74][250/625]	Time 3.799 (3.832)	Data 3.697 (3.728)	Loss 0.0038 (0.0027)	
Epoch: [74][275/625]	Time 3.785 (3.834)	Data 3.683 (3.730)	Loss 0.0031 (0.0027)	
Epoch: [74][300/625]	Time 3.721 (3.826)	Data 3.619 (3.723)	Loss 0.0025 (0.0027)	
Epoch: [74][325/625]	Time 4.587 (3.839)	Data 4.484 (3.736)	Loss 0.0025 (0.0027)	
Epoch: [74][350/625]	Time 3.883 (3.844)	Data 3.782 (3.741)	Loss 0.0028 (0.0027)	
Epoch: [74][375/625]	Time 3.757 (3.855)	Data 3.656 (3.752)	Loss 0.0029 (0.0027)	
Epoch: [74][400/625]	Time 3.759 (3.850)	Data 3.657 (3.746)	Loss 0.0025 (0.0027)	
Epoch: [74][425/625]	Time 3.780 (3.846)	Data 3.670 (3.743)	Loss 0.0019 (0.0027)	
Epoch: [74][450/625]	Time 3.775 (3.846)	Data 3.673 (3.742)	Loss 0.0025 (0.0027)	
Epoch: [74][475/625]	Time 3.730 (3.841)	Data 3.627 (3.737)	Loss 0.0032 (0.0027)	
Epoch: [74][500/625]	Time 3.645 (3.839)	Data 3.542 (3.736)	Loss 0.0033 (0.0027)	
Epoch: [74][525/625]	Time 3.737 (3.835)	Data 3.635 (3.732)	Loss 0.0027 (0.0027)	
Epoch: [74][550/625]	Time 3.801 (3.833)	Data 3.699 (3.730)	Loss 0.0028 (0.0027)	
Epoch: [74][575/625]	Time 3.747 (3.848)	Data 3.645 (3.744)	Loss 0.0034 (0.0027)	
Epoch: [74][600/625]	Time 3.710 (3.845)	Data 3.607 (3.742)	Loss 0.0024 (0.0027)	
