epoch,train_time,train_loss,val_loss
0,1987.574279308319,0.009940137090831995,0.0026758136831223963
1,1987.6139199733734,0.0028019050206243993,0.0026086525343358515
2,1987.3937981128693,0.0027550511401891707,0.0026245907191187142
3,1986.4512867927551,0.0027447176348417996,0.0027587020188570024
4,1986.4216821193695,0.002709506683498621,0.0025677764609456062
5,1988.2292404174805,0.0026759343924373387,0.0028370193608105183
6,1989.0018646717072,0.0026585706210881473,0.002503309690207243
7,1987.8554832935333,0.002630334447324276,0.002553708973526955
8,1986.2419261932373,0.0026305633764714003,0.0024861463986337183
9,1987.8749907016754,0.0026194354362785817,0.0025641980089247227
10,1989.0077002048492,0.0026032006019353865,0.0024791747115552425
11,1985.9634149074554,0.002582292031645775,0.0024315824892371892
12,1984.7371814250946,0.002558073720782995,0.002448450928926468
13,1986.2148792743683,0.002553477874174714,0.0024408737003803254
14,1987.2206943035126,0.0025431057311594485,0.002379407761618495
15,1985.6746835708618,0.0025518239361420276,0.002472943488135934
16,1985.4394392967224,0.00253784007050097,0.002589098696410656
17,1987.5534844398499,0.0025322766584157945,0.0024086432300508024
18,1988.1137924194336,0.0025246490374207496,0.0024046016789972782
19,1988.1542179584503,0.0025153319858014582,0.0023992561392486094
20,1985.557345867157,0.002500545341745019,0.0024167912378907203
21,1986.305959224701,0.002505394456163049,0.002367279661819339
22,1987.9467658996582,0.0024916663432121276,0.0025566310565918685
23,1985.3627502918243,0.002482788465283811,0.002324370923638344
24,1985.131254196167,0.0024748863361775874,0.0023125976100564004
25,1986.2476410865784,0.0024799697113782166,0.0024097046304494144
26,1987.0766248703003,0.0024719071462750435,0.002287532202154398
27,1985.2734680175781,0.002470753576532006,0.002277266678959131
28,1987.6701147556305,0.0024614230117201807,0.0022852348756045105
29,1985.7759199142456,0.0024480222351104023,0.0022969125460833312
30,1987.281625509262,0.0024477283795177936,0.0025481289464980364
31,1990.2162296772003,0.0024447282759845258,0.002293059038370848
32,1985.1229853630066,0.002432580254971981,0.002267810894921422
33,2810.2736628055573,0.0024245612471550703,0.002419495254009962
34,2796.3027544021606,0.0024288747237995265,0.002819628565758467
35,2764.3023455142975,0.002414699865207076,0.00226719141677022
36,2049.8729474544525,0.002413116509541869,0.0022469700559973717
37,1985.4412546157837,0.002411797121241689,0.0024690199457108974
38,1985.1250915527344,0.0024141168881952764,0.00226281369253993
39,1985.5337414741516,0.0024043318339064717,0.002301375054940581
40,1986.2085967063904,0.002399427045881748,0.0022446037974208593
41,1988.182678937912,0.0023935101640224455,0.0022948616791516542
42,1985.5215752124786,0.002386091183051467,0.0022586980652064084
43,1985.5256083011627,0.0023831019812077282,0.002255692948400974
44,1985.094690322876,0.00236744877807796,0.0022007296584546565
45,1986.6778342723846,0.0023692216478288174,0.002312882725521922
46,1987.867872953415,0.0023744981513544915,0.0023585933294147255
47,1985.5353455543518,0.002362673609144986,0.002201003446057439
48,1985.1243479251862,0.0023584985045343636,0.0022717096254229545
49,1986.6456921100616,0.0023620027554780245,0.002387239441648126
50,1988.412870168686,0.002363714972063899,0.0022553748961538075
51,1990.41836977005,0.0023468263486772774,0.0023266275640577076
52,1987.8470578193665,0.002344213418364525,0.0022247473653405907
53,1992.893057346344,0.0023446376602351666,0.0022069892190396787
54,1990.3020043373108,0.002329564893618226,0.0022165239341557026
55,1990.472895860672,0.002326363873668015,0.002223335134983063
56,1992.5938127040863,0.002323542058579624,0.0022426398478448393
57,1989.534900188446,0.0023229668494313955,0.0022593375712633133
58,1999.6526770591736,0.0023239656503126027,0.002199623042717576
59,1986.4277069568634,0.0023039091853797435,0.002197133389860392
60,1985.3159210681915,0.0023024073413014413,0.0022145450007170437
61,1985.8845028877258,0.0023080706291645765,0.0022971643138676883
62,1987.2497899532318,0.0023005056681483986,0.0022787481922656298
63,1985.1952137947083,0.0023011120276153086,0.002208097866177559
64,1985.0409228801727,0.002289147776886821,0.002247287519648671
65,3402.649782180786,0.0022930905074626208,0.002219926007837057
66,3556.512113571167,0.0022819053693860767,0.0022325257256627083
67,1986.4803998470306,0.002279438803642988,0.0022117046657949687
68,1988.7989089488983,0.0022780239955335854,0.002255199573561549
69,2639.9923055171967,0.0022682109504193067,0.002279496147483587
70,2883.478690624237,0.002267321052774787,0.0022643701508641245
71,2644.7834117412567,0.0022597661336511373,0.002277837264165282
72,1986.2627584934235,0.0022535260953754186,0.0022753818493336437
73,1988.907196521759,0.0022527515107393266,0.00223408886231482
74,1986.76984000206,0.002252252355068922,0.0022392397798597814
75,1986.7247071266174,0.002246482098326087,0.0022284973118454217
76,53576.5004324913,0.002243068969398737,0.002287730226665735
77,1985.3848259449005,0.002234285192973912,0.002218488471210003
78,1988.6364586353302,0.0022310044681280853,0.002222992652654648
79,1985.8720922470093,0.0022183835215121507,0.0022161692943423986
80,1986.8664615154266,0.0022260055255144836,0.002283777862042189
81,1988.2499239444733,0.002211729082018137,0.002232232941687107
82,4112.031586647034,0.0022021006270125506,0.00221227058917284
83,1986.1760883331299,0.002208881201222539,0.0022746329247951506
84,1986.17129611969,0.002203185208514333,0.002256335926800966
85,1987.5687668323517,0.002193171553686261,0.002221090707182884
86,1988.2809495925903,0.0021860803662240506,0.0022310614004731177
87,1985.7299954891205,0.0021934176829084755,0.0021927181843668223
88,1985.5051667690277,0.002177859917357564,0.0022167675655335186
89,1986.9362761974335,0.0021871151274070145,0.0022644262589514253
90,2057.3723986148834,0.002171282394975424,0.0022317176427692174
91,1985.5030138492584,0.0021746000746265056,0.0023283703215420245
92,1985.3434624671936,0.0021649056477472187,0.0023462748650461434
93,1985.383406162262,0.0021568017077445985,0.0022555511619895695
94,1994.8802173137665,0.0021518590039014815,0.0022212917674332856
95,1989.5980787277222,0.0021463269878178835,0.0022828099522739648
96,1991.6406390666962,0.0021433441146463156,0.002281419887766242
97,1993.9546506404877,0.0021299548868462443,0.0023187336385250092
98,1987.170429468155,0.002126540113463998,0.0022433484360575677
99,1987.016240119934,0.0021218990071117877,0.0022615489333868027
100,1984.869440317154,0.002118481039702892,0.0022665561724454163
101,1985.0551455020905,0.002112615974918008,0.002244708560407162
102,1985.2953724861145,0.0021019400178641083,0.002361318590864539
103,1985.5734672546387,0.0021070432315766813,0.002232982166483998
104,1984.824734210968,0.0020967730375379325,0.002257883959263563
105,2003.6669602394104,0.002106816759631038,0.00223985007815063
106,1987.34486079216,0.0020879927242174745,0.0024251620758324864
107,2007.5033402442932,0.002083842357993126,0.0022593878723680973
108,1984.813039779663,0.0020774632427841425,0.002204057313129306
109,1985.0992891788483,0.002070777862295508,0.0022736709952354433
110,1987.778119802475,0.0020733155558258294,0.0022837231885641813
111,1985.2261321544647,0.0020658890160918236,0.002268263142928481
112,1984.8628659248352,0.0020531857952848075,0.0022721332419663666
113,1985.1572806835175,0.002046783640310168,0.002250001934170723
114,1985.2774286270142,0.0020447322810813783,0.002270558251813054
115,1984.6687016487122,0.00203913040548563,0.0022487190049141647
116,1984.622135400772,0.0020426234900578857,0.0022770060084760188
